outlet,n,mean_len,rate_taigen,rate_digit,rate_kagi,rate_emotion
NHK,680,26.89264705882353,0.5323529411764706,0.425,0.12941176470588237,0.18676470588235294
朝日新聞,1502,31.362849533954726,0.6158455392809588,0.4181091877496671,0.4640479360852197,0.170439414114514
毎日新聞,2124,30.371939736346516,0.699623352165725,0.4284369114877589,0.461864406779661,0.1638418079096045
