outlet,guid,link,title,collected_at_utc
NHK,https://news.web.nhk/newsweb/na/nd-20260823de45898,https://news.web.nhk/newsweb/na/nd-20260823de45898,大分で39度予想 熊本も危険な暑さに 熱中症対策の徹底を,2026-08-23T21:40:00Z
NHK,https://news.web.nhk/newsweb/na/nd-20260823de45899,https://news.web.nhk/newsweb/na/nd-20260823de45899,台風18号 あす以降 沖縄・奄美に接近へ 早めに備えを,2026-08-23T21:40:00Z
NHK,https://news.web.nhk/newsweb/na/nd-20260823de45906,https://news.web.nhk/newsweb/na/nd-20260823de45906,東武鉄道4人死亡事故 複数のミス重なった疑い 警察 経緯解明へ,2026-08-23T21:40:00Z
NHK,https://news.web.nhk/newsweb/na/nd-20260823de45888,https://news.web.nhk/newsweb/na/nd-20260823de45888,経産省など 家事支援・ベビーシッター利用の税制優遇を要望へ,2026-08-23T21:40:00Z
NHK,https://news.web.nhk/newsweb/na/nd-20260823de45895,https://news.web.nhk/newsweb/na/nd-20260823de45895,新方式で国産初の量子コンピューター稼働開始 分子科学研究所,2026-08-23T21:40:00Z
NHK,https://news.web.nhk/newsweb/na/nd-20260823de45916,https://news.web.nhk/newsweb/na/nd-20260823de45916,秋篠宮ご夫妻 イグアスで移住者ねぎらう,2026-08-23T21:40:00Z
NHK,https://news.web.nhk/newsweb/na/nd-20260823de45889,https://news.web.nhk/newsweb/na/nd-20260823de45889,SNSの子どもへの影響 IT大手で被害未然防止の取り組み広がる,2026-08-23T21:40:00Z
朝日新聞,http://www.asahi.com/articles/ASV8P3FG6V8PPTIL00TM.html?ref=rss,http://www.asahi.com/articles/ASV8P3FG6V8PPTIL00TM.html?ref=rss,ウクライナから避難の母親、大阪に交流拠点「文化を守り、伝えたい」,2026-08-23T21:40:00Z
朝日新聞,http://www.asahi.com/articles/ASV8R2R1XV8RUQIP00PM.html?ref=rss,http://www.asahi.com/articles/ASV8R2R1XV8RUQIP00PM.html?ref=rss,【写真特集】ベトナムで、沖縄で　石川文洋さんは生前何を写した,2026-08-23T21:40:00Z
朝日新聞,http://www.asahi.com/articles/ASV8R326QV8RPTIL009M.html?ref=rss,http://www.asahi.com/articles/ASV8R326QV8RPTIL009M.html?ref=rss,マンションに血だらけの男性、死亡　刃物で刺されたような傷　大阪,2026-08-23T21:40:00Z
